TCGA-2H-A9GK-01A	TCGA-LN-A4A4-01A	TCGA-L5-A4OI-01A	TCGA-L5-A4OM-01A	TCGA-L5-A4OG-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OR-11A	TCGA-R6-A6XQ-01B	TCGA-ZR-A9CJ-01B	TCGA-L5-A8NW-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GM-01A	TCGA-LN-A4A5-01A	TCGA-LN-A7HY-01A	TCGA-2H-A9GL-01A	TCGA-IG-A3YA-01A	TCGA-JY-A6FB-01A	TCGA-JY-A938-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FD-01A	TCGA-LN-A4A1-01A	TCGA-JY-A6FA-01A	TCGA-JY-A93C-01A	TCGA-LN-A49O-01A	TCGA-L7-A6VZ-01A	TCGA-L5-A88Z-01A	TCGA-R6-A6DN-01B	TCGA-JY-A6FH-01A	TCGA-L5-A8NU-01A	TCGA-L5-A4OG-11A	TCGA-2H-A9GG-01A	TCGA-IG-A625-01A	TCGA-LN-A49U-01A	TCGA-V5-A7RE-01A	TCGA-Q9-A6FW-01A	TCGA-2H-A9GR-01A	TCGA-VR-A8ER-01A	TCGA-IG-A97H-01A	TCGA-IG-A3I8-01A	TCGA-L5-A8NL-01A	TCGA-LN-A7HZ-01A	TCGA-VR-A8ET-01A	TCGA-L5-A88T-01A	TCGA-L5-A43E-01A	TCGA-IG-A4QS-01A	TCGA-IG-A5B8-01A	TCGA-VR-A8EW-01A	TCGA-L5-A8NQ-01A	TCGA-IC-A6RE-01A	TCGA-VR-A8EP-01A	TCGA-IG-A97I-01A	TCGA-JY-A93D-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NJ-01A	TCGA-L5-A8NE-01A	TCGA-R6-A8W5-01B	TCGA-L5-A8NS-01A	TCGA-R6-A6L4-01A	TCGA-R6-A6Y0-01B	TCGA-L5-A4OQ-11A	TCGA-LN-A49X-01A	TCGA-LN-A9FP-01A	TCGA-VR-A8EX-01A	TCGA-L5-A4ON-01A	TCGA-VR-A8EO-01A	TCGA-LN-A49M-01A	TCGA-LN-A8I0-01A	TCGA-V5-AASX-01A	TCGA-LN-A49S-01A	TCGA-Z6-A8JD-01A	TCGA-L5-A88V-01A	TCGA-IG-A7DP-01A	TCGA-KH-A6WC-01A	TCGA-JY-A93E-01A	TCGA-V5-A7RC-06A	TCGA-VR-A8EY-01A	TCGA-2H-A9GJ-01A	TCGA-LN-A7HX-01A	TCGA-VR-AA4D-01A	TCGA-L5-A893-01A	TCGA-IC-A6RF-11A	TCGA-2H-A9GI-01A	TCGA-Z6-AAPN-01A	TCGA-LN-A8I1-01A	TCGA-LN-A49W-01A	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-V5-A7RC-01B	TCGA-VR-A8Q7-01A	TCGA-JY-A939-01A	TCGA-L5-A4OJ-11A	TCGA-L5-A4OX-01A	TCGA-L5-A4OU-01A	TCGA-IC-A6RE-11A	TCGA-R6-A8WG-01A	TCGA-L5-A8NV-01A	TCGA-L5-A8NF-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A4OP-01A	TCGA-L5-A8NH-01A	TCGA-LN-A7HW-01A	TCGA-L7-A56G-01A	TCGA-LN-A7HV-01A	TCGA-V5-A7RE-11A	TCGA-IG-A5S3-01A	TCGA-L5-A4OT-01A	TCGA-L5-A4OH-01A	TCGA-L5-A8NR-01A	TCGA-JY-A6FE-01A	TCGA-IG-A4P3-01A	TCGA-IG-A3QL-01A	TCGA-Z6-A8JE-01A	TCGA-RE-A7BO-01A	TCGA-V5-AASX-11A	TCGA-XP-A8T6-01A	TCGA-IG-A3YB-01A	TCGA-VR-A8EQ-01A	TCGA-LN-A9FQ-01A	TCGA-IG-A50L-01A	TCGA-LN-A4A3-01A	TCGA-IC-A6RF-01A	TCGA-2H-A9GO-01A	TCGA-L5-A4OS-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NG-01A	TCGA-LN-A9FO-01A	TCGA-L5-A8NM-01A	TCGA-L5-A88W-01A	TCGA-L5-A8NT-01A	TCGA-L5-A891-01A	TCGA-VR-A8EU-01A	TCGA-JY-A93F-01A	TCGA-L5-A8NI-01A	TCGA-R6-A6KZ-01A	TCGA-R6-A8W8-01B	TCGA-R6-A6XG-01B	TCGA-LN-A49P-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A4A8-01A	TCGA-2H-A9GF-01A	TCGA-L5-A4OF-11A	TCGA-L5-A4OJ-01A	TCGA-L5-A4OO-11A	TCGA-L5-A43C-01A	TCGA-XP-A8T8-01A	TCGA-2H-A9GN-01A	TCGA-LN-A5U5-01A	TCGA-R6-A6DQ-01B	TCGA-2H-A9GH-01A	TCGA-JY-A6FG-01A	TCGA-LN-A5U7-01A	TCGA-IG-A51D-01A	TCGA-IG-A3YC-01A	TCGA-LN-A4MQ-01A	TCGA-L5-A43J-01A	TCGA-L5-A4OE-01A	TCGA-S8-A6BW-01A	TCGA-V5-A7RB-01A	TCGA-L5-A43C-11A	TCGA-M9-A5M8-01A	TCGA-VR-AA4G-01A	TCGA-L5-A8NK-01A	TCGA-V5-AASV-01A	TCGA-L5-A8NN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A4OO-01A	TCGA-VR-AA7I-01A	TCGA-L5-A4OW-01A	TCGA-2H-A9GQ-01A
CRCT1	0.253877829	0.604303391	0	3.296934	4.971042	5.679452	0.8559562	7.99283402	1.410703	8.329363	4.922676	5.370242096	0.185603239	3.015015427	0.103503233	4.744624622	0.1230809	0.409366593	2.517720898	1.669044	6.077765232	7.626554	6.9279	3.054086	0.954234548	1.740402	1.147305	2.976101902	0.0534579	0.8585949	1.376656	0.034077706	0	3.842859	4.381857	0.1434193	8.180516	0.028766634	1.424403	3.313009377	2.55337	0	0.7497726	7.646379385	9.144874376	0.026325551	1.38676281	10.990725958	5.232105	9.389319267	1.074408766	7.316164388	4.23184342	0	0	0.832306287	0.08977911	0.3348143	0.136304826	8.106413	8.77695	0.01984588	3.705277	0.1225296	6.785704092	0.7394242	0.063198185	8.756506	6.221605905	0.06607713	7.448007	3.909586527	4.387754	1.146328446	10.85816	0.3896975	0	2.781361	1.363965	6.7729	0.077077659	7.159968121	6.509289947	0.164755753	3.08099	4.840863669	4.179393899	0.3200168	0	2.250982	0.028524273	0	2.664362755	0	0.165665811	10.778999242	0	4.333914796	0.082210964	3.929573906	0.02251269	0	3.651387	8.358622	0.353184	0.905315116	6.183986922	0	1.17017234	0.107760998	0	4.557440323	3.261445	2.195857505	0.6576571	0	5.431739358	1.401672	0.4251418	3.283241	0.903963641	6.216038789	2.278189	0.160552232	0.2315627	0.1451833	1.809782751	2.984446941	0.3418612	9.572417	2.90389679	0	8.774368	8.896803936	0.2368742	0.968635174	5.05544	0	2.003724	4.214765	3.505055053	1.075220854	1.100805462	0.165636	0.04168908	0.1204868	0.069779804	0.05502302	2.679801774	0.161588564	0.9859653	0.530912139	1.313421468	7.328727	1.698818628	3.016721	5.936277835	6.303895528	1.208353	8.726406	1.901405	5.554007	0	3.100874843	1.213346448	9.046141618	1.926621784	0.80572116	3.872639806	0.073792138	4.25302767	1.786788735	0.067783839
PARD6G	1.739683491	4.736625859	1.338718579	4.219537	1.909208	2.311576	0.7763451	2.019466227	1.343796	3.595047	1.582685	2.943352634	3.505259616	2.969208524	2.760828975	3.894950666	1.348635	1.497387548	4.029130911	0.7143574	2.690255748	3.759189	3.711702	4.072486	0.839185297	3.26457	1.040141	4.692657352	1.136182	0.7382407	1.710125	1.057529262	0.942816782	4.495143	4.261196	0.5478377	2.350351	1.027134898	3.36053	3.365250501	3.080188	1.559875268	3.334862	3.36797939	3.540326592	0.743671223	1.601593489	3.566717059	3.906321	3.473135715	0.71322906	2.94026219	4.036638867	1.482944	0.4980335	0.804786081	0.6525293	0.9723003	1.118581712	2.84754	3.130584	1.370794	4.116523	2.318112	4.098539119	1.031285	3.605937182	3.660574	3.506718538	0.9188266	3.737187	3.663615456	1.248513	1.773199793	3.663547	1.091288	4.367561	3.202662	0.8656639	4.090772	0.546749201	2.589805843	4.948528671	0.54706234	3.593191	2.855040514	3.390446652	0.6015878	3.544173	5.206442	1.431669281	1.325373621	1.279212866	1.394362291	0.961825196	3.550817558	0.9394376	1.125761334	0.552325997	4.085169803	0.8249363	0.873585884	3.74939	3.635151	4.782557	0.51620662	2.94253757	1.118545206	1.103132923	0.93789301	2.550728794	3.265870397	4.054386	3.116305894	0.7397994	0.9043113	2.687709617	2.750189	0.6734032	3.396754	3.262830043	4.513731188	4.677984	0.509539034	2.410966	3.470318	1.013404254	2.614561837	0.6764575	4.257949	1.378146456	0.9657716	3.540644	5.007119404	1.298486	1.793014369	1.405117	0.5872424	2.468495	4.008773	4.802276424	3.572356697	4.547968508	0.7416188	1.021497	0.5591983	1.248286595	1.119375	3.623384279	1.425621045	2.085531	0.894613386	0.936376691	4.132192	4.652164483	3.889317	3.633947471	2.974776773	3.208011	2.290349	4.186459	1.755733	0.7465927	0.995937479	3.693530566	3.628823625	3.939123703	0.832381834	3.441393269	1.58649243	3.8734794	1.038957625	2.897116731
CLEC2B	2.599536407	3.054388628	0.745685574	4.134093	1.73834	2.316045	0.8835232	1.006906215	2.362739	2.13079	2.357153	1.812430956	2.348776681	2.855750002	3.075681117	3.3527128	1.084164	2.306509994	6.623788052	2.991437	5.253064904	3.723738	3.941967	3.330822	1.442057614	4.263166	0.8644626	2.916879188	1.206143	0.6711232	2.996998	1.890732404	1.930780365	2.363954	2.963505	0.6621384	2.414331	1.758503435	1.724194	2.488004676	4.527269	2.761928293	2.709738	2.700427468	2.335321694	0.829401117	1.575002374	3.680645825	3.171949	1.852254943	1.95074708	1.531888351	3.759224843	3.307733	0.4140498	0.386626259	1.060839	1.699932	2.536755197	2.34519	2.950394	2.379817	2.76144	2.770595	3.116099566	1.282217	3.883010372	2.391484	3.747754682	1.439375	5.121174	3.833741434	0.8995986	4.120906786	2.515764	2.398892	1.246616	2.2889	0.5755797	4.03358	0.53264357	1.688110946	3.36300873	1.104537189	4.435269	3.932114935	3.434119283	0.5238206	1.634398	1.098229	1.404834643	2.471129571	1.16478508	1.337952072	3.88818809	2.648984769	1.449401	2.027986933	0.883956847	4.087218676	1.149633	1.441111919	1.497921	3.938715	3.364885	1.439846556	3.106158044	2.552692948	0.647084116	1.971686176	1.78094554	4.004239714	1.351621	1.867059373	1.575035	0.4229273	3.806442855	5.903806	1.490148	2.054457	2.038269948	3.762848321	0.8171629	1.056494239	2.581209	3.689239	1.98171765	6.122775559	2.000104	2.909236	2.388702193	1.074809	3.802573	2.386909124	1.878666	1.775668361	1.282222	0.6341683	3.505347	2.216244	5.422892824	2.901613002	3.603673116	1.259149	0.6911711	0.606296	1.223248725	2.883679	4.2735799	1.443985021	3.839785	2.271193176	1.5444355	3.239083	3.022817298	4.348574	4.166293418	2.06505079	5.193129	1.801827	4.674013	1.434938	1.014746	3.046870462	4.784042708	3.810016735	1.475476894	1.427518957	4.452016609	2.409332477	4.085689502	1.27399297	1.676069778
LGALS7B	0.242445972	7.789324958	0.3530114	2.571135	0.8377741	5.986726	1.465075	5.94573286	0.3689109	3.404191	2.515359	3.059373905	2.887188765	3.962442759	0.084928519	3.52819554	0.1585474	1.488999151	7.315452645	2.019756	2.597063428	7.884523	1.559914	1.848644	0.083990411	5.241745	0.2283728	5.452580478	0.1935968	2.402803	0.3440347	0.501503133	1.152961027	3.718113	6.191364	1.383747	5.159077	0.149850525	3.971895	3.064630865	1.237974	0.050460676	5.991154	7.646853755	6.781324699	1.029167967	4.338078625	4.776484974	7.659459	8.558833714	0.620185687	6.170080523	8.145034251	0.08870892	0.8524022	1.416534599	0.09732825	1.563626	0.719153442	5.725302	6.459532	0	1.40668	5.849344	8.64801794	0.9305077	0.57214389	7.779972	6.49135672	0.6101295	1.066306	4.966253079	4.582335	0.089962408	8.729149	0.3728962	4.479267	7.775952	0.7711468	1.794075	0.828197347	4.86427071	8.647296064	0.650595303	1.248949	5.200158323	1.001384737	0.3879175	0.541745	5.591857	1.269512989	0	1.461256511	0.47963342	0	4.822245068	0.2799354	1.872999932	0.200030422	1.694862586	0.9175594	0.231686489	7.199079	7.273014	8.891568	0.867115389	4.271047837	0.085386098	0.291431734	0.171780393	0.361948764	4.418128957	3.016073	4.328447843	0.1089823	0.4108443	7.219372959	7.007319	0.6850619	2.198715	5.728681531	6.37267346	9.651778	0.894603889	3.070666	0.2794297	1.517238669	2.812353111	0.0296439	6.957547	0.173960483	6.929535	5.6705	8.087195927	2.049112	2.042859399	0.2632974	4.627113	7.465114	1.49457	3.684331831	6.010544207	5.078165115	2.068943	0.7664578	0.05362613	0.112097722	0.03016385	3.048619297	1.170843572	0.6071673	0.416566985	1.656547779	9.920841	5.636540953	7.289297	7.995385635	5.564677531	3.10408	6.648351	1.36566	4.570697	0.09268935	1.870195529	6.196294412	7.716522201	7.310305259	0.840837672	5.167485985	1.376958389	8.375998948	0.61944488	1.050964369
S100A8	4.30452912	6.111706941	1.6534002	10.62032	9.511164	9.962732	4.083673	11.178890641	5.240034	11.731	7.543249	8.654735025	4.118667944	8.732998917	1.568852079	10.197645701	1.878551	6.274356154	9.36839967	8.0938	10.066787483	10.69147	10.4815	12.09331	4.36344747	4.338961	3.219017	10.840900133	3.078381	6.685903	5.60005	2.64130735	1.923528271	8.000468	8.505716	3.166037	11.94633	1.168138628	7.948459	11.319411508	7.533102	5.093535808	5.681701	12.532511615	12.572529846	2.485448705	8.069508985	12.714336768	11.67217	12.088445019	5.119317903	11.037369486	7.965702429	3.399716	0.2880553	3.309983411	2.439097	4.435619	2.536872155	12.08095	12.6214	3.135452	6.633673	4.386978	12.173894693	5.598464	2.761266017	11.15672	11.028565796	2.183867	13.03646	8.642408064	8.236094	3.51100287	12.72795	2.990172	4.858157	7.434618	1.355821	8.708548	2.077370813	10.608578836	10.457436025	3.515777105	11.27832	9.486219005	9.907706995	2.814719	8.162662	8.954555	5.79642364	3.268599525	5.569766525	1.757884072	2.788686067	12.504861411	1.507423	8.348342172	2.401705452	10.192350759	3.804026	2.706295756	9.267935	11.94301	8.797524	3.073298203	9.099850881	2.473444246	2.497507427	2.621431751	4.110603283	11.091009442	7.070796	8.264809219	5.405678	0.376017	10.92543111	6.517336	4.321144	8.051577	6.798835223	10.956333588	10.86308	2.663523247	5.144269	5.037625	3.21970106	8.989380531	3.889608	11.86814	2.554675284	3.889561	10.79302	11.786256804	1.392524	1.748850053	8.43249	0.3513275	7.630082	10.5177	9.219080988	3.963169801	5.391887014	1.146251	2.085308	1.755235	1.49074396	6.485281	10.383844866	3.88595605	7.765969	5.495323553	3.973063712	13.30731	7.49911137	10.32401	10.740903285	9.724718112	5.802521	10.55135	6.569975	9.397611	2.374102	7.262788537	10.866833028	12.03757554	10.090735841	2.944116541	10.125573241	1.997963419	9.894121051	6.197101042	1.936766099
REG1A	0.134350029	0.457297549	5.014861202	0.9047288	0.8302782	3.799177	6.381127	5.806858284	0.7188653	7.530176	10.76972	10.106780827	0.039638767	0	7.92753402	0.095470934	9.691323	10.464881151	1.431242188	0.2898984	0	0.3909421	0	0.131224	7.261141376	0	1.70784	0.334664231	0.0435364	6.431062	5.333095	9.272022151	8.237013873	1.382296	0	0.7041092	6.034671	11.580501032	0	1.197990985	0.009472575	2.590540827	0	2.592639023	2.56597504	8.491965832	0.584285906	0.639603755	1.170063	0	10.855423806	0.01997427	0	5.137993	0.6268252	0.071881465	5.280142	1.591682	4.537430489	2.235314	2.710992	1.063798	0.009139854	1.311498	0.960497544	4.876081	0.172742368	0	2.819136494	8.73101	1.45376	0.202631966	0.2954822	7.284037872	0.01906507	10.30002	0.6770642	0.06808679	3.075233	0	7.534044547	3.286947185	0.13375816	7.547909794	0.06121786	0.054276468	0.08551908	9.556651	0	0.3412436	3.065880779	8.280967878	6.03169073	0.222116703	0.653330442	0.554067302	9.389384	8.969130552	0.397556376	0	11.00553	11.801513855	0	0	0.02476889	6.032601755	0.655524425	9.921494852	7.788084133	2.350258187	0	0.090702603	0.2390078	0	9.998721	11.54791	0.058870602	0.02354363	10.43453	0.7637552	0	0.210276488	1.002569	9.505413264	8.27729	0.09425231	8.328290509	2.317875573	11.94196	0.1761942	3.393294416	0.1043599	0	0.011916472	8.798747	8.183275475	2.556078	1.542792	0.3288608	0.1989013	0	1.963842256	1.702147382	1.893486	7.219531	9.193515	5.665673815	13.49249	0	9.417158328	2.528083	5.820043872	1.47549868	0.4960989	0.15881483	0.1055838	0.274981611	0	1.422795	0.6895562	0	2.838819	8.668592	6.388778024	0.991702761	0	1.882843689	6.946743518	0	1.956823459	0.010232885	7.985470871	2.377685725
ST6GALNAC2	0.716996941	3.39960713	2.333222209	3.275235	1.294824	1.745884	0.8495147	1.293207419	1.958364	1.908185	2.171608	0.892011074	2.224418812	0.834631293	2.246643793	2.931863572	1.370345	1.977279128	4.228580474	3.65596	1.493728166	1.720602	3.084177	3.220018	0.835847102	2.844452	2.067048	3.114557772	2.048886	3.271623	0.9279455	1.291476726	0.879745251	4.452481	3.494564	0.66655	1.769729	1.411477212	2.832147	3.313409094	3.191471	1.060614526	2.942377	3.711223243	2.152346406	0.777890746	1.252008841	3.271816333	3.538248	2.240288958	0.515307108	2.674774717	4.154298231	0.7903559	0.585017	1.192132922	0.4211141	0.4580115	0.809432458	2.10387	2.162935	0.6480252	2.624171	3.049418	2.95654991	0.7316831	2.412960721	2.741993	3.338382313	0.7522094	2.822018	1.791706608	1.096421	0.581268204	2.113562	0.9363858	3.980634	3.876537	1.188192	3.143574	0.631277729	1.356050874	2.573941215	0.951368447	3.857966	2.886385145	2.052515789	0.3919398	2.464423	2.837263	1.038548424	0.592990159	1.217697052	1.576616948	2.358134011	2.112902661	0.1837527	0.994321029	1.041974156	3.356558271	1.053085	0.536312389	2.430564	3.301066	3.174259	0.676147858	3.01044502	0.957597384	0.476142395	0.966081768	0.635284825	4.748970601	4.258392	3.256333753	1.155748	0.4277465	3.780501628	3.543378	0.8508238	4.0106	2.934100254	3.10068936	4.329027	1.637820193	0.3270202	3.305673	1.328579192	1.246245002	1.836024	2.471437	1.966895635	0.6196251	2.215765	2.149191652	2.123116	0.340163949	1.368198	0.9733606	2.799814	3.244286	3.560979203	3.929760672	3.638583162	0.9678238	1.372111	0.1459848	0.863363813	1.147428	4.360000007	0.223778661	2.124488	0.8418185	0.651775657	3.66806	3.656102502	3.139825	2.472760784	3.301384646	2.870685	2.273914	3.390617	1.291428	0.8457686	0.435660496	3.926995188	2.859547369	4.616722762	0.20840551	2.348592739	0.871469281	3.464673194	0.92035895	0.800596825
PKP1	0.684531473	8.405005114	3.502374558	9.012987	5.369093	6.085402	1.763599	5.95773484	1.061869	8.608419	3.939969	5.383478612	6.046664042	4.346930398	3.089678153	7.592815961	0.1432448	2.118636269	6.015852605	8.572668	6.805833914	8.734374	8.2723	7.66226	1.584649631	7.432554	0.4314194	9.395681518	0.5621814	3.064171	1.434725	0.433172118	2.805244882	8.692577	8.871846	2.436553	6.66294	0.292440672	7.731952	8.052733354	7.010613	0.590376007	7.202046	7.895265879	8.667968406	0.078659808	3.724693833	8.300380823	9.35489	8.554027424	0.655752448	7.903816786	8.261098528	0.4005534	0.2688221	2.817611652	0.1627257	0.4416791	2.057999943	6.979998	7.550058	0.8795933	7.494965	7.028608	8.74618498	2.529506	6.491849922	9.23039	7.777650941	0.1699338	7.604629	7.838765052	4.581537	0.271205433	8.839844	0.1237495	7.975796	7.988224	0.3271235	8.39037	2.136734827	6.595493748	9.270238643	0.360701904	7.867985	6.012851435	5.48131391	1.176016	6.404621	8.981658	3.431573294	0.127512059	2.892375261	1.525719234	2.313714713	8.772126264	0.2176356	3.649381672	0.053041843	8.691597218	0.1271963	1.363724045	8.418539	8.169121	8.482579	1.29575722	6.00010083	0.524387756	0.481548076	0.202607499	4.512564038	7.883874674	8.937937	6.844223506	0.5944128	0.01442297	8.691654509	6.774092	0.9779491	8.745002	8.191419151	8.061999861	8.699421	0.125615011	1.446036	7.327796	3.183717951	6.330353199	0.1474732	8.733043	4.779130776	3.635105	8.756712	8.945238876	0.7327597	0.833460046	4.039075	0.05994743	7.167617	8.777223	8.286502231	7.831502799	7.713305415	0.6872067	2.222721	0.08790609	0.039736249	1.948999	8.961021894	0.871895189	5.876968	0.230873038	1.58917928	4.809929	8.642052207	8.048518	7.947941224	8.346898277	7.031384	6.639335	8.028621	5.785716	0.004954548	3.937645959	8.044327022	8.223710049	7.573212236	0.061142115	8.576931155	1.019467709	8.563492054	2.105956496	1.951605256
KRT5	2.910602032	9.656791786	1.342150124	10.34252	8.840574	8.858642	3.861296	8.586960486	0.04272508	10.31676	6.940121	7.968648806	8.780325744	8.794318402	1.921075411	9.822609945	0.4314588	5.313383996	12.046793596	10.35015	9.767656482	11.43036	11.71962	10.66024	3.67852093	11.22786	3.217954	10.324691149	0.2924507	3.668738	4.586641	4.465557453	0.01985488	10.54708	10.99637	2.68658	9.130875	0.051206712	6.615445	10.36128364	9.15793	0.019136081	10.28318	10.037016671	10.816450568	0.317624541	7.596278585	11.285412051	11.31921	11.333262161	2.480753284	9.838221921	9.871318576	0.07576827	0.02061027	3.581642738	0.02990323	0.5979826	2.756701769	9.64573	10.46282	0.0290378	9.883726	6.995908	11.270154583	5.266871	6.728398834	11.62534	11.043303451	0.08215893	11.23709	11.587180733	7.920757	1.382640616	10.81615	0.1265416	9.496097	11.4005	0.01998779	10.58469	2.533931808	8.910336045	10.975169192	0.055835689	11.0691	10.863166292	10.042637278	2.25128	11.09766	10.61489	6.029452352	0.118273825	5.407502653	3.05209949	5.477347312	10.38051675	0.005141419	6.082748538	0.009169143	10.503945557	0.1103825	1.814784164	10.56735	11.02364	12.16694	3.418041214	8.699314539	1.782250613	1.542084209	0.575445206	8.35156507	10.84256403	11.11163	8.503175089	1.88297	0.01253121	10.539171472	9.539991	3.422959	8.973228	10.886292043	10.283121644	9.564795	0.146607878	2.32484	9.86763	2.173319436	10.324548192	1.112294	12.05831	3.049050994	2.980821	11.34729	10.952431855	0.2386684	2.201779051	6.749797	0.04588267	10.10651	11.00554	11.443616481	10.617789358	10.239911378	0.7092441	3.859738	0.008174631	0.023134312	0.06265056	10.166623559	1.475647685	10.47076	2.0099264	2.717053451	11.62802	11.244022792	10.01445	10.380312485	10.082552299	10.71083	9.785678	9.82426	7.901277	0.0424616	7.035386142	10.998070143	10.697990106	11.37412288	0.023590569	11.573756038	3.039318543	10.704140216	3.597474691	0.060948586
LY6D	2.918129734	8.516745913	0.616352252	6.930486	6.798937	6.061088	2.782212	6.574572297	0.3210154	7.869588	4.9476	5.109152693	6.226078058	5.072247295	0.093629679	4.348026406	0.0898064	5.050555536	7.15700714	9.063832	2.590716749	7.69964	7.480681	7.481498	1.23812923	7.810437	0.24479	7.702647168	0.4764831	2.829235	2.476702	0.690726744	0.406569957	5.557674	8.963973	1.153736	7.837271	1.005493389	2.718001	9.005417777	5.824098	0.010608573	5.344747	8.725832593	9.07742776	0.047121666	4.188929143	9.261262248	8.81876	10.062865069	1.727695955	7.852846379	9.752910422	0	0.07816068	1.610772255	0.1391981	2.464646	1.885427209	8.8236	9.486846	0.02677152	5.16595	5.657403	8.40991785	3.070857	0.228434022	9.678135	8.997810222	0.09817031	9.781189	6.41435348	4.889852	0.18066734	9.178772	1.63887	4.38054	2.822635	0.02207991	4.774214	0.481071276	7.605331791	8.397066244	0.149334581	9.654565	8.106458191	6.295698444	0.8217781	5.933954	6.153379	4.700629014	0.014735094	2.272101919	1.309771902	2.659977159	9.324731262	0.5398953	4.537676359	0.121815822	8.38832476	1.89061	0.436348144	5.744766	8.355828	4.037077	0.812200152	5.552865403	0.024115198	0.476334367	0.188816177	1.628600734	6.691351734	5.564836	7.068512411	1.351074	0	7.605745678	9.10824	1.500424	4.676293	5.30206049	8.561077318	8.03544	0.095206839	0.3352418	7.409551	0.450853724	7.594949391	2.691089	4.928281	1.323748814	1.811072	8.552874	9.274986568	0.4182849	0.497480993	5.305282	0.1351907	8.562808	6.607697	8.963280064	4.644962138	5.183297741	0.61362	2.612157	0.03359023	0	0.1211669	8.985527849	0.666874584	5.27515	0.187531588	3.361980322	11.084	9.284892122	7.997813	9.363486615	7.793112329	4.839779	6.390818	6.111044	5.748272	0.03916177	3.937076071	8.923660449	9.592641446	9.819036477	0	9.130167704	1.212117844	8.085878805	2.241439654	0.119996536
ACKR3	5.982660274	5.028236038	1.384094847	6.049107	4.480152	3.717226	1.340585	1.569680998	4.318139	4.066793	4.026708	3.678678924	3.466658497	3.032166442	3.758931658	4.794239444	4.162947	2.517614209	4.860505348	6.176054	4.291319868	1.579771	5.659186	7.368711	2.781501043	2.053237	2.444045	7.286133166	2.678241	1.813873	3.501601	3.377912977	4.434590819	8.006094	4.83471	1.503917	4.061388	2.564038178	3.531488	2.409410603	5.003187	4.097745739	6.952834	2.408425611	2.938918284	1.971924143	2.71950679	3.214596187	5.938748	3.765762185	3.829549055	2.637862325	7.142819411	4.348911	2.927453	1.010577388	2.461644	2.622968	3.798222617	3.745005	3.724995	5.205627	5.919566	6.056255	3.947625032	3.978355	4.037634455	4.30643	5.762107522	3.091049	4.6273	4.202016982	2.726359	3.292678695	2.811737	2.373529	3.879237	4.29419	3.194021	6.611042	2.30324756	3.878620053	1.876481703	2.191911253	4.099765	7.201642738	4.295168452	1.604173	4.602161	4.176091	1.622909018	3.51991511	2.408924147	3.241198112	3.712494875	1.516025327	3.606046	2.9268705	2.780669075	5.710843257	3.384583	3.183906512	7.149844	4.40776	5.170624	0.834616833	3.161605529	4.294141024	2.854796227	2.747630712	4.46078952	6.331261597	6.188041	5.629483701	2.441255	1.035768	7.065488202	2.178141	3.60948	6.862829	8.381809222	3.352868127	1.431891	2.576038746	4.619461	6.966785	3.162598201	3.152736673	2.329484	3.157048	3.79288658	1.945884	4.109592	1.708576597	2.795779	4.123644852	2.935953	2.049191	5.641524	6.706869	5.327606662	4.600253767	2.570959163	3.02963	2.710225	2.250573	4.455471738	5.036626	5.345859223	4.789387253	6.765471	3.389335878	2.323249002	3.838554	6.514622857	4.574917	4.889025719	6.034639328	6.649007	3.366012	5.291495	2.556938	2.238427	2.559531381	6.449154863	4.118480727	5.207628599	2.895856047	7.392229211	3.600278313	5.7468104	2.420630401	2.80171734
